,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
13124,Abbotsford,1/43 Abbotsford St,2,u,505000.0,PI,Nelson,27/05/2017,3.0,3067.0,2.0,1.0,1.0,0.0,38.0,1970.0,Yarra,-37.80206,145.00015,Northern Metropolitan,4019.0
13125,Brighton East,12 Meyer Ct,4,h,1825000.0,PI,Buxton,4/06/2016,10.7,3187.0,4.0,3.0,2.0,594.0,594.0,1973.0,Bayside,-37.9029,145.0118,Southern Metropolitan,6938.0
13126,Hoppers Crossing,17 McCormack Cr,4,h,723000.0,S,hockingstuart,16/09/2017,18.4,3029.0,4.0,2.0,2.0,872.0,,,,-37.87217,144.68746000000004,Western Metropolitan,13830.0
13127,Wantirna,6 Priscilla Ct,4,h,1150000.0,S,Harcourts,19/08/2017,14.7,3152.0,4.0,2.0,2.0,842.0,,,,-37.85733,145.22616000000005,Eastern Metropolitan,5424.0
13128,Carnegie,2/11 Maroona Rd,2,u,415000.0,S,hockingstuart,18/06/2016,11.4,3163.0,2.0,1.0,1.0,0.0,64.0,1970.0,Glen Eira,-37.8889,145.048,Southern Metropolitan,7822.0
13129,Brunswick,23/1 Pottery Ct,1,u,315000.0,PI,Walshe,15/07/2017,5.2,3056.0,1.0,1.0,1.0,0.0,,,Moreland,-37.77034,144.95334,Northern Metropolitan,11918.0
13130,Fitzroy,389 Gore St,3,h,2700000.0,VB,Kay,12/08/2017,2.1,3065.0,3.0,3.0,1.0,433014.0,,,Yarra,-37.79751,144.98309,Northern Metropolitan,5825.0
13131,Berwick,5 Gretel Pl,3,h,690000.0,S,Harcourts,24/06/2017,35.2,3806.0,3.0,2.0,2.0,703.0,153.0,1980.0,Casey,-38.03062,145.35951,Eastern Victoria,17093.0
13132,Glenroy,2/74 Daley St,3,t,555000.0,SP,Stockdale,3/12/2016,13.0,3046.0,3.0,2.0,2.0,244.0,3.0,,Moreland,-37.6969,144.9299,Northern Metropolitan,8870.0
13133,North Melbourne,107/33 Wreckyn St,1,u,368000.0,SP,Jellis,10/12/2016,2.3,3051.0,1.0,1.0,1.0,0.0,52.0,2003.0,Melbourne,-37.8,144.9542,Northern Metropolitan,6821.0
13134,Fitzroy North,40 Newry St,3,h,1705000.0,S,Nelson,12/08/2017,3.6,3068.0,3.0,1.0,1.0,139.0,116.0,1900.0,Yarra,-37.79068,144.97824,Northern Metropolitan,6244.0
13135,Ormond,3/25 Holloway St,3,u,822500.0,S,hockingstuart,12/11/2016,11.8,3204.0,3.0,2.0,3.0,0.0,93.0,1970.0,Glen Eira,-37.9018,145.0477,Southern Metropolitan,3578.0
13136,Flemington,21 Wisewould St,2,h,855000.0,SP,Nelson,10/12/2016,4.4,3031.0,2.0,1.0,0.0,225.0,85.0,1930.0,Moonee Valley,-37.7849,144.9197,Northern Metropolitan,3593.0
13137,Murrumbeena,7 Merrimu St,4,h,1656000.0,S,Mandy,6/05/2017,12.1,3163.0,4.0,2.0,2.0,651.0,199.0,1940.0,Glen Eira,-37.8879,145.0768,Southern Metropolitan,4442.0
13138,Dandenong North,7 Belmont Av,3,h,560000.0,S,Barry,22/07/2017,24.7,3175.0,3.0,1.0,2.0,630.0,,,Greater Dandenong,-37.96543,145.20338999999996,South-Eastern Metropolitan,8322.0
13139,Keilor East,5 Carey Ct,3,h,825000.0,S,Barry,27/05/2017,11.7,3033.0,3.0,1.0,0.0,534.0,,1965.0,Moonee Valley,-37.7444,144.86123999999995,Western Metropolitan,5629.0
13140,Richmond,51 Garfield St,3,h,1120000.0,S,Biggin,17/06/2017,2.4,3121.0,3.0,2.0,2.0,134.0,149.0,2007.0,Yarra,-37.81186,144.99472,Northern Metropolitan,14949.0
13141,Camberwell,31 Kasouka Rd,3,h,2770000.0,S,Marshall,16/09/2017,7.7,3124.0,3.0,2.0,2.0,593.0,,1991.0,,-37.83176,145.0652,Southern Metropolitan,8920.0
13142,Murrumbeena,19 Wahroongaa Rd,4,h,1670000.0,S,Woodards,24/09/2016,12.1,3163.0,3.0,2.0,1.0,690.0,,,Glen Eira,-37.8885,145.0726,Southern Metropolitan,4442.0
13143,Keilor East,1 Harley Ct,3,h,740000.0,S,Nelson,15/10/2016,12.8,3033.0,3.0,1.0,2.0,684.0,,,Moonee Valley,-37.7426,144.8599,Western Metropolitan,5629.0
13144,Burwood,12 Havelock St,4,h,1782800.0,SP,Buxton,10/12/2016,11.7,3125.0,4.0,2.0,2.0,804.0,,,Whitehorse,-37.8516,145.1179,Southern Metropolitan,5678.0
13145,Essendon West,25 Garnet St,5,h,1300000.0,S,Nelson,16/07/2016,9.8,3040.0,5.0,2.0,2.0,616.0,184.0,1950.0,Moonee Valley,-37.7497,144.8867,Western Metropolitan,588.0
13146,Ashburton,19 Poulter St,3,h,1650000.0,S,Marshall,28/08/2016,11.0,3147.0,3.0,1.0,1.0,697.0,164.0,1947.0,Boroondara,-37.8636,145.0903,Southern Metropolitan,3052.0
13147,Oakleigh South,9 Wicks Ct,4,h,881500.0,S,Ray,10/09/2016,14.7,3167.0,4.0,2.0,2.0,581.0,,,Kingston,-37.9355,145.0979,South-Eastern Metropolitan,3692.0
13148,Rosanna,7 Hylton Cr,2,h,1310000.0,S,Fletchers,15/07/2017,8.9,3084.0,2.0,1.0,1.0,1313.0,,,Banyule,-37.74694,145.07048,Eastern Metropolitan,3540.0
13149,Glenroy,14 Wheatsheaf Rd,3,t,720000.0,S,Eview,29/04/2017,13.0,3046.0,3.0,2.0,3.0,300.0,,2013.0,Moreland,-37.7098,144.9266,Northern Metropolitan,8870.0
13150,Essendon,1/28 Gilbertson St,2,u,660000.0,S,Barry,3/09/2016,8.0,3040.0,2.0,1.0,1.0,263.0,113.0,1980.0,Moonee Valley,-37.7418,144.8977,Western Metropolitan,9264.0
13151,Glen Iris,1/46 Iris Rd,3,h,1222000.0,S,Marshall,8/10/2016,9.2,3146.0,3.0,1.0,1.0,215.0,,,Boroondara,-37.85,145.05700000000004,Southern Metropolitan,10412.0
13152,Reservoir,22 Wilson Bvd,3,h,610000.0,S,Barry,8/04/2017,11.2,3073.0,3.0,1.0,2.0,435.0,102.0,1960.0,Darebin,-37.7054,144.9945,Northern Metropolitan,21650.0
13153,Coolaroo,470 Barry Rd,3,h,455000.0,S,Nelson,29/07/2017,17.4,3048.0,3.0,1.0,1.0,562.0,,,Hume,-37.66508,144.93506000000005,Northern Metropolitan,1124.0
13154,South Melbourne,95 Bank St,2,h,1151000.0,S,Marshall,23/09/2017,1.9,3205.0,2.0,1.0,,128.0,95.0,1890.0,,-37.83281,144.96633,Southern Metropolitan,5943.0
13155,Albion,2/32 Forrest St,3,u,560000.0,S,Douglas,25/02/2017,13.9,3020.0,3.0,2.0,7.0,420.0,150.0,1970.0,Brimbank,-37.7848,144.8231,Western Metropolitan,2185.0
13156,Hughesdale,1071 North Rd,2,h,720000.0,SA,Buxton,29/04/2017,13.0,3166.0,2.0,1.0,2.0,795.0,,,Monash,-37.9087,145.0799,Southern Metropolitan,3145.0
13157,Keilor Downs,14 Carbine Wy,3,h,675000.0,S,Ray,8/07/2017,15.5,3038.0,3.0,2.0,4.0,708.0,,,Brimbank,-37.72659,144.79668,Western Metropolitan,3656.0
13158,St Kilda,4/91 Wellington St,1,u,475000.0,S,Gary,30/07/2016,6.1,3182.0,1.0,1.0,1.0,0.0,,,Port Phillip,-37.8569,144.9885,Southern Metropolitan,13240.0
13159,Keilor East,37 Roberts St,3,h,891000.0,S,Nelson,18/06/2016,12.8,3033.0,3.0,3.0,1.0,292.0,,,Moonee Valley,-37.7505,144.8657,Western Metropolitan,5629.0
13160,Balwyn North,49 Aylmer St,3,h,1800000.0,PI,hockingstuart,18/06/2016,9.2,3104.0,3.0,1.0,1.0,809.0,,,Boroondara,-37.7976,145.0684,Southern Metropolitan,7809.0
13161,Malvern East,5/25 Clarence St,1,u,373000.0,SP,hockingstuart,24/09/2016,11.2,3145.0,1.0,1.0,1.0,0.0,38.0,1965.0,Stonnington,-37.8728,145.0417,Southern Metropolitan,8801.0
13162,Kensington,33 Kensington Rd,3,h,1225000.0,SP,Nelson,12/08/2017,3.4,3031.0,3.0,2.0,2.0,223.0,122.0,1940.0,Melbourne,-37.79496,144.92659,Northern Metropolitan,5263.0
13163,Elwood,3/145 Glen Huntly Rd,2,u,670000.0,S,Buxton,16/07/2016,7.7,3184.0,2.0,2.0,1.0,0.0,84.0,1970.0,Port Phillip,-37.883,144.9916,Southern Metropolitan,8989.0
13164,Essendon,54 Cooper St,5,h,2335000.0,SP,Barry,26/08/2017,7.5,3040.0,5.0,2.0,6.0,1012.0,222.0,1915.0,,-37.74967,144.8977,Western Metropolitan,9264.0
13165,Templestowe,67 Hawtin St,4,h,1205000.0,S,Barry,12/08/2017,15.5,3106.0,4.0,2.0,2.0,646.0,167.0,1980.0,Manningham,-37.75807,145.13478,Eastern Metropolitan,6202.0
13166,Glen Iris,8/251 Burke Rd,2,u,600000.0,S,hockingstuart,27/06/2016,9.2,3146.0,2.0,1.0,1.0,0.0,80.0,1960.0,Stonnington,-37.8555,145.0518,Southern Metropolitan,10412.0
13167,Bentleigh,12 Wood St,5,h,1500000.0,PI,hockingstuart,22/07/2017,11.4,3204.0,5.0,2.0,2.0,591.0,188.0,1950.0,Glen Eira,-37.92211,145.0466,Southern Metropolitan,6795.0
13168,Eltham,119 Dalton St,3,h,915000.0,S,Fletchers,16/09/2017,18.0,3095.0,3.0,2.0,2.0,795.0,146.0,1960.0,,-37.72503,145.15142,Eastern Metropolitan,6990.0
13169,Prahran,506/220 Commercial Rd,3,u,1400000.0,S,hockingstuart,4/06/2016,4.5,3181.0,3.0,2.0,2.0,0.0,136.0,1920.0,Stonnington,-37.847,144.9936,Southern Metropolitan,7717.0
13170,Watsonia,5 Princes St,3,h,645000.0,S,Ray,28/08/2016,14.9,3087.0,3.0,1.0,1.0,355.0,111.0,1966.0,Banyule,-37.7065,145.0825,Northern Metropolitan,2329.0
13171,Yarraville,34 Wilkins St,3,h,931000.0,S,Douglas,4/03/2017,7.0,3013.0,3.0,1.0,1.0,442.0,,,Maribyrnong,-37.8182,144.8727,Western Metropolitan,6543.0
13172,East Melbourne,203/140 Gipps St,2,u,1935000.0,SP,Nelson,16/07/2016,1.5,3002.0,2.0,2.0,2.0,0.0,150.0,2010.0,Melbourne,-37.8127,144.9847,Northern Metropolitan,3040.0
13173,Maribyrnong,1/59 Middle Rd,2,t,675000.0,S,Biggin,15/07/2017,4.3,3032.0,2.0,1.0,2.0,198.0,,2009.0,Maribyrnong,-37.76703,144.88915,Western Metropolitan,4918.0
13174,Flemington,43 Waltham St,3,h,1500000.0,VB,Nelson,3/09/2017,3.4,3031.0,3.0,1.0,2.0,241.0,119.0,,,-37.78365,144.93015,Northern Metropolitan,3593.0
13175,Ormond,6/32 Walsh St,2,u,562000.0,S,Gary,1/07/2017,11.4,3204.0,2.0,1.0,1.0,0.0,88.0,1970.0,Glen Eira,-37.90286,145.04772,Southern Metropolitan,3578.0
13176,Coburg,110 Bell St,3,h,710000.0,S,Barry,29/04/2017,7.8,3058.0,3.0,1.0,1.0,160.0,120.0,,Moreland,-37.7411,144.9657,Northern Metropolitan,11204.0
13177,Elwood,2/25 Kingsley St,2,u,660000.0,S,Chisholm,27/05/2017,7.2,3184.0,2.0,1.0,1.0,0.0,,,Port Phillip,-37.88945,144.99015,Southern Metropolitan,8989.0
13178,Doncaster,3 Hampshire Rd,4,h,1120000.0,PI,Barry,17/06/2017,12.4,3108.0,4.0,2.0,2.0,280.0,200.0,2008.0,Manningham,-37.79423,145.13696000000004,Eastern Metropolitan,9028.0
13179,Richmond,6/25 River St,2,u,795250.0,S,hockingstuart,3/09/2016,2.6,3121.0,2.0,1.0,2.0,0.0,85.0,1997.0,Yarra,-37.8164,145.0136,Northern Metropolitan,14949.0
13180,Brighton East,5A Hornby St,2,h,1410000.0,S,Hodges,17/06/2017,10.3,3187.0,2.0,1.0,2.0,708.0,,,Bayside,-37.91488,145.01868000000005,Southern Metropolitan,6938.0
13181,Bundoora,15 Bent St,3,h,714000.0,S,Barry,27/05/2017,12.1,3083.0,3.0,1.0,2.0,412.0,,,Banyule,-37.6993,145.06193000000005,Northern Metropolitan,10175.0
13182,Templestowe Lower,65 Glenair St,3,h,1101000.0,S,Barry,4/06/2016,13.8,3107.0,3.0,2.0,2.0,643.0,135.0,1965.0,Manningham,-37.7602,145.1166,Eastern Metropolitan,5420.0
13183,Sunshine,1 Walter St,4,h,1030000.0,S,Sweeney,7/05/2016,12.6,3020.0,4.0,2.0,2.0,803.0,309.0,2002.0,Brimbank,-37.7932,144.8434,Western Metropolitan,3755.0
13184,Templestowe Lower,258 Thompsons Rd,3,h,1180000.0,S,Philip,20/05/2017,13.8,3107.0,3.0,1.0,3.0,655.0,,,Manningham,-37.7685,145.1026,Eastern Metropolitan,5420.0
13185,St Kilda,11/10 Carlisle St,1,u,500000.0,VB,Buxton,11/02/2017,6.1,3182.0,1.0,1.0,1.0,0.0,57.0,2001.0,Port Phillip,-37.8668,144.9801,Southern Metropolitan,13240.0
13186,Toorak,8/161 Alexandra Av,2,u,735000.0,SP,Jellis,22/07/2017,4.1,3142.0,2.0,1.0,1.0,0.0,84.0,1935.0,Stonnington,-37.83241,145.00705,Southern Metropolitan,7217.0
13187,Brunswick East,202b Edward St,3,h,1170000.0,S,Nelson,15/10/2016,4.5,3057.0,3.0,2.0,0.0,185.0,,1998.0,Moreland,-37.7755,144.9744,Northern Metropolitan,5533.0
13188,Reservoir,28 Gloucester St,3,h,730000.0,S,Nelson,7/05/2016,11.2,3073.0,2.0,1.0,1.0,546.0,,,Darebin,-37.721,144.9967,Northern Metropolitan,21650.0
13189,Moonee Ponds,74 Vine St,3,h,1320000.0,S,McDonald,8/07/2017,6.2,3039.0,3.0,1.0,2.0,459.0,,,Moonee Valley,-37.7693,144.93415,Western Metropolitan,6232.0
13190,Footscray,13 Lynch St,4,h,1290000.0,S,Sweeney/Advantage,8/10/2016,6.4,3011.0,3.0,1.0,2.0,411.0,,,Maribyrnong,-37.7969,144.9049,Western Metropolitan,7570.0
13191,Flemington,10 Crown St,3,h,870000.0,S,Brad,8/10/2016,4.4,3031.0,3.0,2.0,0.0,167.0,,,Moonee Valley,-37.7869,144.9228,Northern Metropolitan,3593.0
13192,Melton South,1 Tamar Dr,4,h,355000.0,S,Raine,3/06/2017,29.8,3338.0,4.0,2.0,1.0,766.0,147.0,1980.0,Melton,-37.69791,144.5807,Western Victoria,4718.0
13193,Thornbury,6/75 Pender St,1,u,277500.0,PI,hockingstuart,12/11/2016,6.5,3071.0,1.0,1.0,1.0,0.0,,,Darebin,-37.7542,145.0098,Northern Metropolitan,8870.0
13194,Ivanhoe,79 Marshall St,4,h,1460000.0,S,Miles,24/09/2016,7.9,3079.0,4.0,1.0,2.0,605.0,181.0,1940.0,Banyule,-37.7707,145.0467,Eastern Metropolitan,5549.0
13195,Niddrie,204/4 Hotham Rd,3,u,500000.0,SP,Nelson,29/04/2017,11.2,3042.0,3.0,1.0,1.0,1218.0,94.0,2012.0,Moonee Valley,-37.736,144.8886,Western Metropolitan,2291.0
13196,Coburg,1/58 Moore St,2,t,807000.0,S,Nelson,3/12/2016,7.8,3058.0,2.0,2.0,1.0,0.0,176.0,2010.0,Moreland,-37.7546,144.9713,Northern Metropolitan,11204.0
13197,Richmond,4/1 Princess St,3,h,1100000.0,S,hockingstuart,22/08/2016,2.6,3121.0,2.0,2.0,1.0,126.0,,,Yarra,-37.8208,145.0013,Northern Metropolitan,14949.0
13198,Preston,4 Devon St,3,h,1045000.0,S,Nelson,8/04/2017,8.8,3072.0,3.0,1.0,2.0,513.0,,,Darebin,-37.7505,144.991,Northern Metropolitan,14577.0
13199,Cairnlea,16 Westbury St,3,h,640000.0,S,HAR,29/07/2017,14.8,3023.0,3.0,2.0,2.0,316.0,170.0,2008.0,Brimbank,-37.76048,144.78847,Western Metropolitan,2674.0
13200,Moonee Ponds,9 Corio St,3,h,1670000.0,S,Brad,8/04/2017,6.9,3039.0,3.0,2.0,2.0,803.0,166.0,1915.0,Moonee Valley,-37.7627,144.9047,Western Metropolitan,6232.0
13201,Glen Iris,11/1419 High St,1,u,320000.0,VB,Jellis,12/08/2017,7.3,3146.0,1.0,1.0,0.0,0.0,49.0,1960.0,Stonnington,-37.85852,145.04547,Southern Metropolitan,10412.0
13202,Flemington,98 Canterbury St,2,h,1090000.0,S,Alexkarbon,3/09/2017,3.4,3031.0,2.0,1.0,2.0,263.0,,,,-37.78128,144.92325,Northern Metropolitan,3593.0
13203,Ivanhoe East,31 Keam St,4,h,2200000.0,S,Miles,12/11/2016,9.0,3079.0,4.0,2.0,2.0,1004.0,247.0,1935.0,Banyule,-37.7689,145.0665,Eastern Metropolitan,1554.0
13204,Doncaster,4/2 Paul St,4,t,1090000.0,S,Barry,22/04/2017,13.9,3108.0,4.0,3.0,2.0,242.0,,1995.0,Manningham,-37.7866,145.1046,Eastern Metropolitan,9028.0
13205,West Melbourne,125/33 Jeffcott St,2,u,670000.0,S,MICM,8/07/2017,3.1,3003.0,2.0,1.0,1.0,17.0,90.0,1996.0,Melbourne,-37.8118,144.95259,Northern Metropolitan,2230.0
13206,Parkdale,1/168 Beach Rd,4,h,2185000.0,S,Ray,8/07/2017,21.5,3195.0,4.0,2.0,3.0,220.0,213.0,2010.0,Kingston,-38.00205,145.07853,South-Eastern Metropolitan,5087.0
13207,Surrey Hills,40 Grovedale Rd,4,h,1751000.0,S,Jellis,28/08/2016,11.2,3127.0,3.0,1.0,3.0,627.0,,,Boroondara,-37.8176,145.0941,Southern Metropolitan,5457.0
13208,South Yarra,104/2 Cromwell Rd,2,u,800000.0,SP,Abercromby's,3/06/2017,2.7,3141.0,2.0,2.0,1.0,0.0,73.0,2014.0,Stonnington,-37.84712,144.99967,Southern Metropolitan,14887.0
13209,Surrey Hills,20 Scottsdale St,4,h,2160000.0,PI,Jellis,25/02/2017,11.2,3127.0,4.0,3.0,4.0,1064.0,236.0,1969.0,Whitehorse,-37.8324,145.1018,Southern Metropolitan,5457.0
13210,Bentleigh East,9/7 Derry St,2,u,380000.0,PI,Buxton,7/05/2016,13.9,3165.0,3.0,2.0,1.0,0.0,78.0,1970.0,Glen Eira,-37.9212,145.0674,Southern Metropolitan,10969.0
13211,Elwood,2/509 St Kilda St,3,h,878500.0,S,hockingstuart,12/11/2016,7.7,3184.0,3.0,2.0,1.0,75.0,122.0,2002.0,Port Phillip,-37.8843,144.9917,Southern Metropolitan,8989.0
13212,Seddon,56 Hamilton St,3,h,1145000.0,S,Burnham,3/09/2016,6.6,3011.0,3.0,1.0,1.0,350.0,116.0,1890.0,Maribyrnong,-37.8094,144.8869,Western Metropolitan,2417.0
13213,West Footscray,1/37 Hampton Pde,3,h,723000.0,S,Village,10/09/2016,8.2,3012.0,3.0,1.0,2.0,302.0,125.0,1938.0,Maribyrnong,-37.8066,144.8666,Western Metropolitan,5058.0
13214,Fawkner,16 Lynch Rd,3,h,775000.0,S,hockingstuart,3/06/2017,13.1,3060.0,3.0,1.0,2.0,621.0,141.0,1960.0,Moreland,-37.71193,144.974,Northern Metropolitan,5070.0
13215,Moonee Ponds,25 Mantell St,4,h,2400000.0,S,Rendina,10/09/2016,6.9,3039.0,4.0,4.0,2.0,636.0,308.0,1900.0,Moonee Valley,-37.7629,144.9157,Western Metropolitan,6232.0
13216,Brighton,3 Vaucluse St,4,h,2250000.0,S,Hodges,3/06/2017,10.5,3186.0,4.0,2.0,1.0,512.0,,,Bayside,-37.9031,144.9938,Southern Metropolitan,10579.0
13217,Croydon,22 Hull Rd,3,h,720000.0,VB,McGrath,24/06/2017,23.0,3136.0,3.0,2.0,2.0,815.0,,,Maroondah,-37.7969,145.29273999999995,Eastern Metropolitan,11925.0
13218,Oakleigh South,9 Emerald St,3,h,921000.0,S,hockingstuart,18/03/2017,14.7,3167.0,3.0,1.0,2.0,535.0,129.0,1970.0,Kingston,-37.9377,145.0856,South-Eastern Metropolitan,3692.0
13219,Seddon,61 Station Rd,3,h,990000.0,S,Jas,12/11/2016,6.6,3011.0,3.0,1.0,0.0,371.0,134.0,1910.0,Maribyrnong,-37.8066,144.8853,Western Metropolitan,2417.0
13220,Sunshine West,1/11 Glengala Rd,3,h,453000.0,S,hockingstuart,17/06/2017,10.5,3020.0,3.0,1.0,1.0,305.0,,2006.0,Brimbank,-37.78874,144.82398999999995,Western Metropolitan,6763.0
13221,Sunshine,4/136 Wright St,1,u,245000.0,SP,Douglas,27/05/2017,10.5,3020.0,1.0,1.0,1.0,44.0,,,Brimbank,-37.79501,144.8262,Western Metropolitan,3755.0
13222,Brunswick,373 Brunswick Rd,3,h,1300000.0,VB,Nelson,8/04/2017,5.2,3056.0,3.0,2.0,3.0,299.0,,,Moreland,-37.7759,144.952,Northern Metropolitan,11918.0
13223,Oakleigh South,8 Cedar Ct,3,h,880000.0,S,Buxton,8/07/2017,15.5,3167.0,3.0,2.0,2.0,504.0,,,Kingston,-37.94043,145.09313999999995,South-Eastern Metropolitan,3692.0
13224,Ashwood,58 Ashwood Dr,3,h,1631000.0,S,Jellis,15/10/2016,12.2,3147.0,3.0,2.0,3.0,782.0,215.0,1950.0,Monash,-37.8621,145.1021,Southern Metropolitan,2894.0
13225,Northcote,33 Spencer St,4,h,1340000.0,S,Leased,10/12/2016,5.5,3070.0,4.0,1.0,2.0,0.0,,,Darebin,-37.76300000000001,144.9966,Northern Metropolitan,11364.0
13226,Heidelberg Heights,219 Waiora Rd,3,h,915000.0,S,hockingstuart,23/09/2017,8.8,3081.0,3.0,2.0,2.0,604.0,,,,-37.73098,145.06043,Eastern Metropolitan,2947.0
13227,St Helena,16 Allumba Dr,3,h,897000.0,S,Buckingham,23/09/2017,16.1,3088.0,3.0,2.0,2.0,684.0,150.0,1985.0,,-37.68969,145.12366,Eastern Metropolitan,915.0
13228,Sunshine North,6 Rosewall St,3,h,665000.0,S,Stockdale,22/05/2016,13.3,3020.0,3.0,1.0,2.0,707.0,101.0,1940.0,Brimbank,-37.7676,144.8339,Western Metropolitan,4217.0
13229,Essendon,8/15 Shaftesbury St,1,u,250000.0,VB,Brad,27/06/2016,8.0,3040.0,1.0,1.0,1.0,0.0,125.0,1970.0,Moonee Valley,-37.7523,144.9221,Western Metropolitan,9264.0
13230,Niddrie,44 Jackson St,5,h,1400000.0,VB,Nelson,17/09/2016,11.2,3042.0,4.0,2.0,2.0,650.0,290.0,2005.0,Moonee Valley,-37.7391,144.8875,Western Metropolitan,2291.0
13231,Albion,28 Selwyn St,2,h,541000.0,S,Barry,27/06/2016,13.9,3020.0,2.0,1.0,1.0,497.0,,,Brimbank,-37.7806,144.8159,Western Metropolitan,2185.0
13232,Reservoir,4/1 Ashley St,2,u,427500.0,S,Love,7/11/2016,11.2,3073.0,2.0,1.0,1.0,146.0,84.0,1980.0,Darebin,-37.719,145.0014,Northern Metropolitan,21650.0
13233,Surrey Hills,4 Norris St,4,h,2860000.0,S,Marshall,7/11/2016,11.2,3127.0,4.0,2.0,2.0,779.0,264.0,2014.0,Boroondara,-37.8185,145.0878,Southern Metropolitan,5457.0
13234,Fitzroy North,86/682 Nicholson St,2,u,650000.0,VB,Nelson,15/07/2017,3.6,3068.0,2.0,1.0,1.0,0.0,,,Yarra,-37.78334,144.97782,Northern Metropolitan,6244.0
13235,Ashburton,6a Glen Rd,3,h,1662000.0,S,Jellis,14/05/2016,11.0,3147.0,3.0,2.0,2.0,351.0,228.0,2006.0,Boroondara,-37.8742,145.07,Southern Metropolitan,3052.0
13236,West Footscray,20 Warleigh Rd,3,h,875000.0,SP,Sweeney,15/10/2016,8.2,3012.0,3.0,2.0,3.0,336.0,94.0,1910.0,Maribyrnong,-37.7995,144.8794,Western Metropolitan,5058.0
13237,Brunswick,10/285 Brunswick Rd,1,u,370000.0,S,Jellis,26/07/2016,5.2,3056.0,1.0,1.0,1.0,540.0,45.0,1970.0,Moreland,-37.7766,144.9574,Northern Metropolitan,11918.0
13238,Parkville,66 Fitzgibbon St,2,h,1851000.0,S,Marshall,22/08/2016,2.6,3052.0,2.0,1.0,1.0,172.0,,1900.0,Melbourne,-37.7948,144.9571,Northern Metropolitan,2309.0
13239,North Melbourne,21/70 Oshanassy St,2,u,560000.0,S,Jellis,25/02/2017,2.3,3051.0,2.0,1.0,1.0,2300.0,68.0,1975.0,Melbourne,-37.7997,144.9472,Northern Metropolitan,6821.0
13240,Brighton,2/61 Black St,2,u,800000.0,VB,hockingstuart,16/04/2016,11.2,3186.0,2.0,1.0,1.0,131.0,,,Bayside,-37.9164,145.0002,Southern Metropolitan,10579.0
13241,South Melbourne,1107/50 Albert Rd,1,u,320000.0,VB,Dingle,27/11/2016,2.1,3205.0,1.0,1.0,0.0,0.0,,,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943.0
13242,Elwood,17 Addison St,3,h,1700000.0,S,Chisholm,16/04/2016,7.7,3184.0,3.0,2.0,2.0,316.0,,1910.0,Port Phillip,-37.875,144.9813,Southern Metropolitan,8989.0
13243,Airport West,65 Clydesdale Rd,3,h,845000.0,S,Barry,3/06/2017,10.4,3042.0,3.0,1.0,2.0,589.0,,,Moonee Valley,-37.72207,144.87905,Western Metropolitan,3464.0
13244,Newport,91 High St,4,h,970000.0,S,Greg,16/04/2016,8.4,3015.0,3.0,1.0,1.0,619.0,151.0,1915.0,Hobsons Bay,-37.839,144.8854,Western Metropolitan,5498.0
13245,Keilor,25 Skyline Dr,3,h,875000.0,SP,Brad,24/06/2017,14.5,3036.0,3.0,1.0,2.0,722.0,,,Brimbank,-37.72302,144.83434,Western Metropolitan,2339.0
13246,Hadfield,8 Sherwood St,3,h,630000.0,S,YPA,3/12/2016,12.1,3046.0,3.0,1.0,1.0,604.0,112.0,1970.0,Moreland,-37.7124,144.9514,Northern Metropolitan,2606.0
13247,Malvern,9 Fraser St,3,h,3010000.0,S,Jellis,18/03/2017,7.4,3144.0,3.0,3.0,4.0,283.0,,,Stonnington,-37.858,145.0351,Southern Metropolitan,4675.0
13248,Brighton,2A Hillcrest Av,4,h,1850000.0,VB,Jellis,19/08/2017,10.5,3186.0,4.0,3.0,3.0,421.0,170.0,2000.0,,-37.90542,145.00603999999996,Southern Metropolitan,10579.0
13249,Maidstone,3/10 Greenham St,2,t,520000.0,S,Jas,1/07/2017,6.4,3012.0,2.0,1.0,1.0,126.0,,,Maribyrnong,-37.78775,144.87446,Western Metropolitan,3873.0
13250,Hawthorn,23 Elgin St,3,h,1480000.0,S,Jellis,3/12/2016,4.6,3122.0,3.0,1.0,0.0,228.0,116.0,,Boroondara,-37.8157,145.0263,Southern Metropolitan,11308.0
13251,Sunshine,27 Parsons St,3,h,910000.0,S,Trimson,7/11/2016,12.6,3020.0,3.0,1.0,1.0,725.0,,,Brimbank,-37.7918,144.8419,Western Metropolitan,3755.0
13252,Kew East,3/14 Arden Ct,3,t,1620000.0,S,Fletchers,25/02/2017,7.5,3102.0,3.0,2.0,2.0,248.0,167.0,2012.0,Boroondara,-37.7923,145.0595,Southern Metropolitan,2671.0
13253,Heidelberg,6 Clyde Ct,3,h,985000.0,S,Nelson,23/09/2017,8.9,3084.0,3.0,1.0,2.0,528.0,118.0,1955.0,,-37.74821,145.06933,Eastern Metropolitan,2890.0
13254,Strathmore,42 Henshall Rd,3,h,1285000.0,S,Nelson,30/07/2016,9.7,3041.0,3.0,2.0,2.0,616.0,,,Moonee Valley,-37.7373,144.9155,Western Metropolitan,3284.0
